thorp	Government	Informal elder consensus	req=0	bc=0.5	xg=government	min=-	ex=-	The eldest or most respected farmer guides communal decisions by consensus.
thorp	Government	Head-of-household consensus	req=0	bc=0.82	xg=government	min=-	ex=-	All family heads hold equal voice on shared concerns. Slower but more egalitarian.
thorp	Government	Lord's reeve	req=0	bc=0.3	xg=government	min=-	ex=-	A steward appointed by a distant lord to oversee the settlement. Authority is formal but often resented.
thorp	Government	Household elder	req=0	bc=0.9	xg=government	min=-	ex=-	One household head acts as de facto voice for the settlement. No formal appointment, no title. Just the person everyone goes to when something needs deciding.
thorp	Religious	Wayside shrine	req=0	bc=0.3	xg=religiousCenter	min=-	ex=-	Simple prayer marker. No resident clergy.
thorp	Religious	Access to parish church	req=0	bc=0.78	xg=-	min=-	ex=-	Walk 2-5km to village church for services.
thorp	Religious	Burial ground	req=1	bc=1	xg=-	min=-	ex=-	A corner of the holding left out of the plough, banked with turf and marked with fieldstones. No clergy lives near enough to speak over anyone, so the words are said by whoever knew the dead best. The oldest markers have lost their names to the weather and are kept clear anyway.
thorp	Criminal	Local fence	req=0	bc=0.1	xg=-	min=-	ex=-	Somebody in this settlement buys things without asking where they came from. Everyone knows who. Nobody says it directly.
thorp	Criminal	Outlaw shelter	req=0	bc=0.08	xg=-	min=-	ex=-	Someone here provides cover for people who need to disappear. A barn, a cellar, an arrangement that isn't discussed.
thorp	Infrastructure	Dwellings (4-16)	req=1	bc=1	xg=-	min=-	ex=-	Wattle-and-daub or timber. 1-2 rooms per household.
thorp	Infrastructure	Water source	req=1	bc=1	xg=waterSupply	min=-	ex=-	Well or spring. 2-4 gallons/person/day minimum.
thorp	Infrastructure	Palisade	req=0	bc=0.3	xg=-	min=-	ex=-	Sharpened stakes encircling the settlement. Offers minimal protection but enough to deter casual raiders.
thorp	Infrastructure	Household levy	req=0	bc=0.18	xg=-	min=-	ex=-	One able-bodied adult from each household musters with hunting bows, spears, and farm tools when danger reaches the fields.
thorp	Infrastructure	Communal root cellar	req=0	bc=0.25	xg=-	min=-	ex=-	A shared underground store for grain, roots, and preserved food. Vital buffer against a bad harvest.
thorp	Economy	Access to external mill	req=1	bc=1	xg=-	min=-	ex=-	Must travel to manor/village mill. Home grinding often illegal.
thorp	Economy	Subsistence farming	req=1	bc=1	xg=-	min=-	ex=-	Each household farms ~12-16 acres for survival.
thorp	Economy	Fishing community	req=0	bc=0.72	xg=-	min=-	ex=-	Nets, traps, and drying racks. The settlement's economy is inseparable from the water.
thorp	Economy	Shepherd collective	req=0	bc=0.35	xg=-	min=-	ex=-	Communal flock management. The rhythms of the settlement follow the grazing calendar.
thorp	Economy	Woodcutter's camp	req=0	bc=0.55	xg=-	min=-	ex=-	Seasonal felling and timber stacking. The whole settlement smells of fresh sawdust and pine resin.
hamlet	Crafts	Resident smith (part-time)	req=0	bc=0.4	xg=-	min=-	ex=-	Repairs tools, shoes horses. Farms also.
hamlet	Crafts	Carpenter (part-time)	req=0	bc=0.5	xg=-	min=-	ex=-	Builds/repairs buildings and tools.
hamlet	Crafts	Fisher's landing	req=0	bc=0.55	xg=-	min=-	ex=-	A rough landing with racks for drying and salting fish. Primary protein source near water.
hamlet	Crafts	Hunter's lodge	req=0	bc=0.25	xg=-	min=-	ex=-	Hunters pool knowledge, prepare game, and sell pelts. Tracks routes, seasons, and dangerous animals.
hamlet	Crafts	Charcoal burner	req=0	bc=0.2	xg=-	min=-	ex=-	Operates kilns in nearby woodland. Supplies fuel for smithing and baking. Essential intermediate step between forest and forge.
hamlet	Crafts	Maltster	req=0	bc=0.15	xg=-	min=-	ex=-	Converts barley into malt for brewing. Small operation supplying local alehouses. Requires grain surplus.
hamlet	Crafts	Peat cutter	req=0	bc=0.18	xg=-	min=-	ex=-	Cuts and dries peat blocks from nearby marshland for domestic fuel. Seasonal. Sells winter warmth.
hamlet	Crafts	Stable yard	req=0	bc=0.25	xg=-	min=-	ex=-	Communal stable where travelers can leave horses. Stableman provides basic farriery and fodder.
hamlet	Crafts	Mine (open cast)	req=0	bc=0.2	xg=-	min=-	ex=-	A shallow excavation or shaft dug to extract iron ore, coal, or stone. Employs the poorest labourers. Dangerous, dirty, and essential.
hamlet	Crafts	Stone quarry	req=0	bc=0.18	xg=-	min=-	ex=-	Cuts and dresses stone blocks for construction. A crew of quarrymen with picks and wedges. Slow but the only way to get proper building material.
hamlet	Crafts	Pack animal trader	req=0	bc=0.2	xg=-	min=-	ex=-	Buys and sells mules, donkeys, and draft horses. Rents animals to travellers and merchants who need load-carrying capacity for the road.
hamlet	Crafts	Dairy farmer	req=0	bc=0.25	xg=-	min=-	ex=-	Keeps cattle or goats for milk, butter, and cheese. The only reliable fat and protein source during grain shortages. Seasonal. Production peaks in summer.
hamlet	Crafts	Shepherd	req=0	bc=0.22	xg=-	min=-	ex=-	Manages sheep flocks for wool and meat. Seasonal transhumance. Moves flocks between lowland winter pasture and upland summer grazing. Key supplier to the textile trade.
hamlet	Crafts	Salt works	req=0	bc=0.2	xg=-	min=-	ex=-	Evaporates naturally saline brine into the raw salt used for preservation. Viable only where salt flats, springs, or other workable brine deposits provide a local supply.
hamlet	Government	Lord's steward	req=0	bc=0.55	xg=government	min=-	ex=-	A lord's agent manages the hamlet's lands, collects rents, and enforces noble authority.
